id,sentence1,label
11556,@user Companies that hire illegals that commit crimes sb required to cover legal fees or be fined for malfeasance for hiring them in the first place. We will never solve this problem until strict laws are passed.,not-offensive
11557,@user @user @user @user @user @user @user @user @user @user @user Senseless 😢 Gun Control Now! Vote Blue and end this American nightmare.,not-offensive
11558,And the Bull$hit just keep coming. So we're expected to just accept these allegations for their face value. The left swamp plot thickens. We need to out the offenders once and for all. #ConfirmKavanaugh #MAGA,offensive
11559,@user @user Boi if you don't,not-offensive
11560,7-1=7  I aM nOt CrYiNg YoU aRe 😭😭,not-offensive
11561,"@user @user @user Medically this kind are known as Histrionic Personality Disorder"""".BTW If she is brave enough to continue this heroineics with other holy books,then I will accept that India is definitely changing.""""",not-offensive
11562,@user @user @user No he was not! He scary as hell thats what he is!,not-offensive
11563,@user @user I dont know... Antifa is pretty dumb.,offensive
11564,@user I m pretty sure you are not too bad yourself...thanks for a lil bit of sweetness on this brutal world,not-offensive
11565,"@user Don't forget Antifa""""...and """"ACORN""""...And that terrorist that Obama """"palled (??) around with!  Hahahahahha...do you listen to your own malarkey?""""",offensive
11566,@user On everything that shit is really sad smh,offensive
11567,@user @user @user Antifa do promote hared based on Race. Black Lives Mater is a Hate Group. Prime Example of How The SPLC are not Trust Worthy.,not-offensive
11568,"@user OK, on second thought, Antifa wasn't even a thing when this was done (I don't think) but solidarity with Israel"""" shows that somebody is in denial of certain actions on Israel's part.""""",not-offensive
11569,@user i BREATGE in kpop stan u nigger,offensive
11570,@user @user @user Yep because banning guns stops gun homicides. You'll also note that's close to the lowest number on record. What exactly would count as evidence if not that? Are you saying that if gun control doesn't stop ALL violence it's failed?,not-offensive
11571,@user HE IS THE BEST,not-offensive
11572,@user Probably all staged by liberals to block Kavanaugh,not-offensive
11573,@user @user This unfortunately is the real way Democrats feel about Blacks! If they could they would put us all on the Plantation! Socialism is making citizens slaves to the Government! The Conservatives will never let that happen! This very kind of Treason is why we have the 2 Amendment!,offensive
11574,@user @user @user @user @user @user 2/The Democratic Party won’t do anything to him because he’s Muslim Brotherhood &amp; they don’t care about Monahan.  The Muslim Brotherhood needs to be declared a terrorist organization—all of it! Ellison also supports ANTIFA. These people are so foul it’s scary!,offensive
11575,@user Oh what a tangled web we weave when first we practice to deceive.! Give it up Serena you are looking silly now.,offensive
11576,"@user Liberals don't care anymore about democracy"""". They will burn the country before let trump to govern two more years. Remember that the objective was to throw trump out of power within the first six months.""""",not-offensive
11577,@user @user Let's use the TREASON laws to remove Holder from the planet...,offensive
11578,@user @user Mmm you are so hot,offensive
11579,#HomeOffice releases one #Terrorist a week and 46 in the year to March?  Report was prior to #Choudary being released.  I have Home Office Document in full in a link on my stream .. questions asked are laughable  #MAGA #MEGA #MBGA #MBGA #Conservatives #Muslims #Migrants,offensive
11580,(( Bam! There she is!,not-offensive
11581,@user @user Why because Ford accused him of something 36 years ago and won’t testify. Liberals he’d this for months and came out now. I think liberals are the ones who took a gamble,not-offensive
11582,@user But he is still our best option,not-offensive
11583,@user you are a sorry excuse of a rep - I hope that your district votes accordingly-you need to go!  Your nose is so brown it will never be clean!,offensive
11584,@user @user @user Nobody will kill or beat her!  Cheap tectics to become popular LGBT Tikoo.  She can follow SUNNY LEONE also: she is popular not only in India but world😴  Best of Luck and hope to see both of ur videos together:   Sri Krisna will definetly make ur next video popular. Have fun🙏,offensive
11585,@user @user @user These people in the MSM are DISGUSTING 🇺🇸🇺🇸#MAGA,not-offensive
11586,@user He looks like the ANTIFA President?,not-offensive
11587,@user That shimmmy— ok ok ok. You are that bitch. Lmao jk,offensive
11588,@user You are not alone. I was sexually assaulted by a fellow law student in 1978. I never reported it because I didn't think I would be believed. However something happened that made me realize I wasn't his only victim. Then I felt I'd made a colossal mistake.,not-offensive
11589,#Levi #Strauss Takes Stand On Gun Control - | Continuous News | Missoula &amp; Western #Montana,not-offensive
11590,@user 🤦🏾‍♂️🤦🏾‍♂️🤦🏾‍♂️ they need too but he is wylin right now sitting out like this,not-offensive
11591,GOP in striking distance to retake Franken seat #MAGA,not-offensive
11592,@user Does anyone proof read these articles before you post them? The article states 'the victim is in hospital in a critical condition where she remains'. Probably best she does as the headline tells us that she is dead!!! Sack the 12yo work experience kid who put this together.,not-offensive
11593,@user @user Because the party of violent liberal ANTIFA with their KKK hoods beating up strangers they know nothing about is so great &amp; honest. Good ole Keith Ellison the women beater can tell you that.,offensive
11594,#MAGA! IF YOU ARE ALL IN FOR #TRUMP FOLLOW ME AND I WILL FOLLOW BACK.,not-offensive
11595,@user bitch my life was flashing before my eyes,offensive
11596,@user You are right he is a sorry little man...,offensive
11597,@user And 15 is probably all they know about. Please tell me he is still in jail. Or better yet dead. You are such a strong woman. I'm so sorry that happened to you.,offensive
11598,@user @user The NFL is still a thing?,not-offensive
11599,@user But when dealing with liberals all bets are off cause they don't care who gets hurt as long as they get what they want. #ConfirmKavanaugh,not-offensive
11600,@user @user He is a coward. He goes after countries that are peaceful and humane.  He perceives that as a weakness.  He loves Putin and Kim Jun Un because they are the “tough guys”. Like in high school.  He wants to be a tough guy by bullying those who have a soul.,offensive
11601,@user @user The active duty personnel I know think he is a dangerous fool. Maybe 100% of racist military klansmen support Mr. Traitor-pants.,offensive
11602,@user @user And we met him in the Rain omg he is such an amazing person,not-offensive
11603,@user Lmfaoo! 😭 bitch,offensive
11604,@user Hey Bono- Why not turn your Dublin hotel over to refugees? Asshole!,offensive
11605,@user @user I bet more gun control is your answer.,not-offensive
